,Unnamed: 0,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,condition,grade,sqft_above,lat,long,basement,renovated,floor_1.5,floor_2.0,floor_2.5,floor_3.0,floor_3.5
1215,1255,321000.0,5.0,3.0,3030,7000,0.0,4,7,1540,47.3661,-122.28,1,0,0,0,0,0,0
1216,1256,682000.0,5.0,2.5,2120,4000,0.0,4,7,1720,47.644,-122.353,1,0,1,0,0,0,0
1217,1257,295700.0,4.0,2.5,1720,5805,0.0,3,8,1720,47.3286,-122.208,0,0,0,1,0,0,0
1220,1260,530000.0,3.0,2.5,2010,11817,0.0,4,8,2010,47.5665,-122.023,0,0,0,1,0,0,0
1221,1261,614000.0,5.0,2.5,3150,5150,0.0,5,8,1870,47.5506,-122.269,1,1,0,1,0,0,0
1223,1263,467000.0,3.0,2.5,1690,6642,0.0,3,7,1690,47.6793,-122.033,0,0,0,1,0,0,0
1225,1265,340000.0,3.0,2.5,1240,1115,0.0,3,8,1240,47.6985,-122.34,0,0,0,0,0,1,0
1226,1266,302495.0,3.0,2.5,2200,7201,0.0,3,8,2200,47.3821,-122.207,0,0,0,1,0,0,0
1227,1267,532500.0,3.0,2.0,1620,3360,0.0,5,7,980,47.6886,-122.361,1,0,0,0,0,0,0
1228,1268,441500.0,3.0,2.5,2420,9592,0.0,3,8,1780,47.5093,-122.153,1,0,0,1,0,0,0
1229,1269,470000.0,4.0,2.5,2680,8062,0.0,4,7,1530,47.4132,-122.328,1,0,0,0,0,0,0
1232,1272,320000.0,3.0,2.0,2300,12000,0.0,3,8,1770,47.7599,-122.343,1,0,0,0,0,0,0
1233,1273,363000.0,2.0,2.0,920,1201,0.0,3,8,800,47.5926,-122.295,1,0,0,1,0,0,0
1235,1275,750000.0,2.0,2.5,2630,7957,0.0,3,8,2630,47.7106,-122.023,0,0,0,1,0,0,0
1236,1276,831000.0,4.0,3.0,2170,4000,0.0,4,9,1610,47.6196,-122.292,1,1,0,1,0,0,0
1237,1277,403000.0,3.0,2.5,1700,4125,0.0,3,7,1700,47.5305,-121.854,0,0,0,1,0,0,0
1238,1278,445000.0,3.0,2.5,2470,4565,0.0,3,7,2470,47.514,-122.189,0,0,0,1,0,0,0
1241,1281,371025.0,3.0,2.0,1530,8925,0.0,3,7,1530,47.736,-122.199,0,0,0,0,0,0,0
1242,1282,355000.0,2.0,1.0,960,6250,0.0,3,6,960,47.5491,-122.386,0,0,0,0,0,0,0
1243,1283,270000.0,3.0,1.0,1240,14110,0.0,4,7,1240,47.4579,-122.09,0,0,0,0,0,0,0
1244,1284,425000.0,4.0,3.0,2440,15349,0.0,4,7,2440,47.4117,-122.333,0,0,0,1,0,0,0
1245,1285,364808.0,3.0,2.0,2320,7875,0.0,3,8,1620,47.4524,-122.146,1,0,0,0,0,0,0
1246,1286,320000.0,3.0,2.5,1580,6561,0.0,3,8,1200,47.4394,-122.14,1,0,0,0,0,0,0
1247,1287,325000.0,4.0,2.5,2963,5797,0.0,3,9,2963,47.3831,-122.185,0,0,0,1,0,0,0
1248,1288,350000.0,3.0,2.5,2470,10290,0.0,3,8,2230,47.4459,-122.124,1,0,0,1,0,0,0
1249,1289,170000.0,3.0,1.5,1370,10176,0.0,3,6,1370,47.4738,-122.263,0,0,0,0,0,0,0
1251,1291,550000.0,3.0,1.0,1130,7500,0.0,3,7,880,47.6973,-122.389,1,0,0,0,0,0,0
1253,1293,420000.0,3.0,1.0,1150,5120,0.0,4,6,800,47.5588,-122.392,1,0,0,0,0,0,0
1254,1294,925000.0,4.0,2.5,2190,7350,0.0,5,8,2190,47.5786,-122.236,0,0,0,0,1,0,0
1255,1295,389250.0,2.0,1.5,1490,4080,0.0,3,7,930,47.5344,-122.381,1,0,0,0,0,0,0
1256,1296,748000.0,3.0,2.5,2600,10183,0.0,3,8,1300,47.6984,-122.201,1,0,0,0,0,0,0
1257,1297,284000.0,3.0,2.0,1530,9600,0.0,3,7,1200,47.3594,-122.076,1,0,0,0,0,0,0
1258,1298,588000.0,4.0,2.0,1680,5000,0.0,3,7,980,47.6858,-122.286,1,0,0,0,0,0,0
1259,1299,372500.0,3.0,2.0,1680,8648,0.0,4,7,1680,47.7338,-122.332,0,0,0,0,0,0,0
1260,1300,285000.0,4.0,3.0,1900,7194,0.0,4,7,1900,47.3768,-122.117,0,0,0,1,0,0,0
1261,1301,360000.0,3.0,1.0,1570,9467,0.0,3,7,1570,47.7683,-122.359,0,0,0,0,0,0,0
1263,1303,428000.0,2.0,2.0,1350,4225,0.0,3,8,1350,47.7106,-122.03,0,0,0,0,0,0,0
1265,1305,316000.0,3.0,1.0,1010,7838,0.0,4,6,1010,47.7422,-121.981,0,0,0,0,0,0,0
1266,1306,375000.0,3.0,2.5,2050,7205,0.0,3,8,2050,47.3487,-122.304,0,0,0,1,0,0,0
1267,1307,533000.0,3.0,1.0,1670,4080,0.0,3,7,1170,47.6899,-122.321,1,0,0,0,0,0,0
1269,1309,225000.0,4.0,2.0,2220,14120,0.0,3,7,1200,47.361,-122.116,1,0,0,0,0,0,0
1270,1310,537250.0,4.0,2.5,2590,9530,0.0,4,8,1640,47.7752,-122.285,1,0,0,0,0,0,0
1271,1311,255000.0,3.0,1.0,1180,13650,0.0,4,7,1180,47.4551,-122.154,0,0,0,0,0,0,0
1272,1312,530000.0,4.0,2.5,2950,4836,0.0,3,7,2950,47.479,-122.129,0,0,0,1,0,0,0
1275,1315,548000.0,4.0,2.0,2100,8880,0.0,4,7,2100,47.6115,-122.124,0,0,0,0,0,0,0
1276,1316,234975.0,3.0,2.0,1650,8073,0.0,3,7,1100,47.3187,-122.182,1,0,0,0,0,0,0
1277,1317,600000.0,3.0,2.0,1620,1325,0.0,3,9,1430,47.6498,-122.321,1,0,0,0,1,0,0
1278,1318,432000.0,4.0,1.0,1750,12528,0.0,4,7,1750,47.743,-122.097,0,0,0,0,0,0,0
1279,1320,279950.0,3.0,2.0,1510,11234,0.0,3,7,1210,47.7571,-122.328,1,0,0,0,0,0,0
1280,1321,267500.0,3.0,1.5,1600,9072,0.0,4,7,1600,47.3737,-122.216,0,0,0,0,0,0,0
1282,1323,110000.0,2.0,1.0,830,7590,0.0,2,6,830,47.4784,-122.335,0,0,0,0,0,0,0
1283,1324,625000.0,3.0,3.5,1810,1846,0.0,4,8,1440,47.607,-122.305,1,0,0,1,0,0,0
1284,1325,389000.0,2.0,1.0,910,7000,0.0,3,7,910,47.6999,-122.305,0,0,0,0,0,0,0
1287,1328,567000.0,5.0,2.5,2100,6936,0.0,3,8,1600,47.6737,-122.169,1,0,0,0,0,0,0
1288,1329,515000.0,2.0,2.5,2690,15000,0.0,3,8,1870,47.3361,-122.353,1,0,0,0,0,0,0
1289,1330,605000.0,4.0,2.5,2430,11870,0.0,5,8,1590,47.7761,-122.285,1,0,0,0,0,0,0
1291,1333,567500.0,3.0,2.5,2080,4556,0.0,3,8,2080,47.6036,-122.014,0,0,0,1,0,0,0
1292,1334,647500.0,3.0,2.0,1290,3870,0.0,5,7,1290,47.5873,-122.29,0,0,0,0,0,0,0
1293,1335,495000.0,2.0,2.0,1850,2530,0.0,4,7,1850,47.6106,-122.31,0,0,0,0,1,0,0
1294,1336,825000.0,4.0,2.5,3370,5000,0.0,3,9,3370,47.541,-121.998,0,0,0,1,0,0,0
1295,1337,435000.0,4.0,2.5,2730,7506,0.0,4,8,2730,47.4627,-122.152,0,0,0,1,0,0,0
1296,1338,445950.0,3.0,2.0,1300,7800,0.0,5,7,1300,47.7321,-122.195,0,0,0,0,0,0,0
1298,1340,780000.0,4.0,3.0,2440,3600,0.0,5,8,1480,47.6853,-122.331,1,0,1,0,0,0,0
1299,1341,274500.0,3.0,2.5,1720,9000,0.0,4,8,1320,47.3191,-122.383,1,0,0,0,0,0,0
1300,1342,729953.0,5.0,3.0,3230,5167,0.0,4,8,2000,47.7053,-122.34,1,0,1,0,0,0,0
1301,1343,464950.0,3.0,1.5,1200,890,0.0,3,8,1030,47.6384,-122.342,1,0,0,1,0,0,0
1303,1345,735000.0,4.0,3.5,3100,5600,0.0,3,9,3100,47.5968,-121.978,0,0,0,1,0,0,0
1304,1346,450000.0,4.0,2.5,2040,9565,0.0,3,8,1400,47.7356,-122.335,1,0,0,0,0,0,0
1305,1347,450000.0,4.0,1.0,2000,4676,0.0,3,7,1250,47.5529,-122.268,1,1,1,0,0,0,0
1306,1348,842500.0,4.0,2.5,2160,5298,0.0,4,9,2160,47.6106,-122.31,0,0,0,0,1,0,0
1309,1351,461000.0,3.0,2.5,1850,7923,0.0,4,7,1150,47.7011,-122.171,1,0,0,0,0,0,0
1310,1352,345000.0,2.0,1.0,1350,4494,0.0,3,7,920,47.5315,-122.38,1,0,0,0,0,0,0
1312,1355,690000.0,4.0,2.5,2820,8307,0.0,3,9,2820,47.6253,-122.027,0,0,0,1,0,0,0
1313,1356,282000.0,4.0,1.0,1200,11111,0.0,3,7,1200,47.7529,-122.306,0,0,1,0,0,0,0
1314,1357,549000.0,3.0,2.0,2000,6130,0.0,4,8,1120,47.6925,-122.388,1,0,0,0,0,0,0
1315,1358,815000.0,3.0,2.0,2310,6000,0.0,4,9,1560,47.648,-122.395,1,0,0,1,0,0,0
1317,1360,700000.0,3.0,2.5,2330,11424,0.0,4,8,2330,47.6386,-122.11,0,0,0,1,0,0,0
1319,1362,290000.0,3.0,1.0,1440,11250,0.0,3,7,1440,47.4627,-122.213,0,0,0,0,0,0,0
1320,1363,372000.0,4.0,2.0,1960,9300,0.0,5,7,1340,47.4487,-121.772,1,0,0,0,0,0,0
1321,1364,450000.0,2.0,2.0,1250,2890,0.0,4,7,790,47.6795,-122.353,1,0,0,0,0,0,0
1322,1365,303700.0,3.0,2.5,1981,5700,0.0,3,8,1981,47.3668,-122.178,0,0,0,1,0,0,0
1323,1367,334000.0,4.0,1.5,1150,9360,0.0,3,6,1150,47.7197,-122.173,0,0,1,0,0,0,0
1324,1368,260000.0,2.0,1.0,1120,5650,0.0,3,6,1120,47.4979,-122.241,0,0,0,0,0,0,0
1325,1369,749950.0,3.0,2.0,1800,5700,0.0,4,8,1000,47.6491,-122.367,1,0,0,0,0,0,0
1327,1371,830000.0,5.0,3.0,2920,2808,0.0,3,8,2140,47.654,-122.342,1,0,0,1,0,0,0
1329,1373,320000.0,3.0,1.0,1560,7552,0.0,4,6,910,47.7552,-122.327,1,0,0,0,0,0,0
1330,1374,260000.0,2.0,1.0,1550,15250,0.0,5,7,1550,47.407,-122.045,0,0,1,0,0,0,0
1331,1375,225000.0,3.0,2.0,1700,11475,0.0,5,6,970,47.4851,-122.338,1,0,0,0,0,0,0
1333,1377,520000.0,4.0,3.5,2680,10000,0.0,3,8,2040,47.726000000000006,-122.296,1,1,0,1,0,0,0
1334,1378,505000.0,3.0,2.5,1860,8060,0.0,4,8,1860,47.5674,-122.017,0,0,0,1,0,0,0
1335,1379,234000.0,3.0,2.0,1490,8366,0.0,4,7,1010,47.375,-122.14,1,0,0,0,0,0,0
1336,1380,503000.0,4.0,2.5,2470,5044,0.0,3,9,2470,47.7728,-122.271,0,0,0,1,0,0,0
1337,1381,606000.0,4.0,2.5,2390,8858,0.0,4,8,1740,47.6925,-122.184,1,0,0,0,0,0,0
1338,1382,433500.0,3.0,1.0,1230,6000,0.0,4,7,780,47.6839,-122.281,1,0,0,0,0,0,0
1339,1383,250000.0,3.0,1.5,2840,10182,0.0,3,8,1510,47.524,-122.2,1,0,0,0,0,0,0
1340,1384,719000.0,3.0,2.5,2120,9307,0.0,4,9,2120,47.5477,-122.141,0,0,0,1,0,0,0
1341,1385,381000.0,3.0,2.0,1770,14400,0.0,4,8,1770,47.415,-122.337,0,0,0,0,0,0,0
1342,1386,267000.0,3.0,2.5,2495,4400,0.0,3,8,2495,47.288,-122.283,0,0,0,1,0,0,0
1344,1388,651000.0,4.0,2.5,2740,7140,0.0,3,8,2740,47.6334,-122.021,0,0,0,1,0,0,0
1345,1389,439000.0,2.0,1.0,1050,5671,0.0,3,7,850,47.6767,-122.286,1,0,0,0,0,0,0
1346,1390,325000.0,2.0,1.0,1130,5070,0.0,4,7,1130,47.5141,-122.377,0,0,0,0,0,0,0
1347,1391,490000.0,2.0,1.0,880,6380,0.0,3,7,880,47.6924,-122.322,0,1,0,0,0,0,0
1348,1392,519900.0,4.0,2.5,2403,6172,0.0,3,9,2403,47.7361,-122.234,0,0,0,1,0,0,0
1351,1395,542000.0,4.0,2.0,1900,8250,0.0,4,7,950,47.5765,-122.147,1,0,0,0,0,0,0
1353,1397,408000.0,2.0,2.0,1200,3900,0.0,3,8,1200,47.72,-122.024,0,0,0,0,0,0,0
1354,1398,292000.0,4.0,2.5,2060,5950,0.0,3,8,2060,47.3631,-122.192,0,0,0,1,0,0,0
1355,1399,253000.0,3.0,2.0,1250,10122,0.0,3,7,1250,47.3277,-122.001,0,0,0,0,0,0,0
1356,1400,280000.0,2.0,1.0,910,4662,0.0,5,6,910,47.5232,-122.354,0,0,0,0,0,0,0
1358,1402,635000.0,4.0,2.5,1920,8910,0.0,4,8,1200,47.5897,-122.156,1,0,0,0,0,0,0
1359,1403,439000.0,4.0,2.5,2240,8300,0.0,3,8,2240,47.7746,-122.197,0,0,0,1,0,0,0
1360,1404,300000.0,3.0,2.5,1260,3855,0.0,3,8,1260,47.4908,-122.154,0,0,0,1,0,0,0
1361,1405,345000.0,3.0,1.5,1360,13496,0.0,4,8,1360,47.4032,-122.314,0,0,0,0,0,0,0
1362,1406,283500.0,4.0,2.5,2100,8050,0.0,3,8,2100,47.4391,-122.193,0,0,0,1,0,0,0
1363,1407,425000.0,2.0,1.0,2110,4920,0.0,3,7,1460,47.6872,-122.339,1,0,1,0,0,0,0
1364,1408,685000.0,3.0,2.0,2210,8955,0.0,3,8,1560,47.6621,-122.189,1,0,0,0,0,0,0
1365,1409,750000.0,3.0,2.5,2360,12987,0.0,3,8,2360,47.5471,-122.149,0,0,0,1,0,0,0
1366,1410,245000.0,4.0,1.5,1280,8000,0.0,3,6,1280,47.4949,-122.255,0,0,0,0,0,0,0
1368,1412,706000.0,4.0,2.5,2740,7571,0.0,3,9,2740,47.6962,-122.179,0,0,0,1,0,0,0
1369,1413,445000.0,4.0,2.0,2630,9099,0.0,3,7,1830,47.5067,-122.361,1,0,1,0,0,0,0
1370,1414,241000.0,3.0,2.0,1650,6000,0.0,3,7,1650,47.2904,-122.353,0,0,0,0,0,0,0
1372,1416,530000.0,3.0,1.0,1500,5750,0.0,4,7,1050,47.5677,-122.376,1,0,1,0,0,0,0
1373,1417,350000.0,3.0,1.5,1430,12199,0.0,3,7,1130,47.7352,-122.33,1,0,0,0,0,0,0
1375,1419,389000.0,3.0,1.0,1280,9630,0.0,3,7,1280,47.7677,-122.163,0,0,0,0,0,0,0
1376,1420,799000.0,4.0,3.0,2390,6820,0.0,4,7,2140,47.6788,-122.27,1,0,0,1,0,0,0
1378,1422,340895.0,2.0,1.0,920,8612,0.0,5,7,920,47.734,-122.301,0,0,0,0,0,0,0
1379,1423,780000.0,4.0,2.5,2730,10281,0.0,3,9,2730,47.6227,-122.029,0,0,0,1,0,0,0
1381,1425,470000.0,3.0,2.5,2620,4874,0.0,3,7,2620,47.5328,-121.879,0,0,0,1,0,0,0
1383,1427,354000.0,4.0,2.5,2900,4762,0.0,3,8,2900,47.3663,-122.129,0,0,0,1,0,0,0
1384,1428,470000.0,5.0,2.0,1900,6000,0.0,4,6,1900,47.6831,-122.186,0,0,1,0,0,0,0
1385,1429,715000.0,3.0,2.0,1760,5400,0.0,5,7,1160,47.6558,-122.331,1,0,0,0,0,0,0
1386,1430,265000.0,2.0,1.0,760,4000,0.0,4,6,760,47.5466,-122.304,0,0,0,0,0,0,0
1388,1432,640000.0,3.0,1.0,1530,4944,0.0,3,7,1530,47.6857,-122.341,0,0,0,0,0,0,0
1391,1435,535000.0,3.0,2.0,2040,5600,0.0,5,7,1120,47.5959,-122.293,1,0,0,0,0,0,0
1392,1436,907000.0,3.0,2.0,2170,12220,0.0,5,8,2170,47.6537,-122.195,0,0,0,0,0,0,0
1393,1437,459000.0,3.0,2.0,1620,7330,0.0,4,7,1090,47.7148,-122.213,1,0,0,0,0,0,0
1395,1439,264950.0,3.0,1.5,1470,11599,0.0,3,7,1070,47.3632,-122.188,1,0,0,0,0,0,0
1397,1441,491500.0,3.0,2.5,2230,13100,0.0,4,8,1510,47.5413,-122.174,1,0,0,0,0,0,0
1399,1443,369500.0,3.0,1.0,1200,9194,0.0,4,7,1200,47.7362,-122.319,0,0,0,0,0,0,0
1400,1444,566000.0,3.0,2.5,2090,6294,0.0,3,9,2090,47.68600000000001,-122.095,0,0,0,1,0,0,0
1401,1445,290000.0,3.0,2.5,1500,7308,0.0,4,7,1210,47.4621,-122.187,1,0,0,0,0,0,0
1403,1447,180000.0,3.0,1.0,870,5330,0.0,3,6,870,47.369,-122.077,0,0,0,0,0,0,0
1404,1448,215000.0,2.0,1.0,1010,6000,0.0,4,6,1010,47.771,-122.353,0,0,0,0,0,0,0
1405,1450,352500.0,3.0,2.0,1860,7881,0.0,3,7,1160,47.3855,-122.322,1,0,0,0,0,0,0
1407,1452,500000.0,3.0,2.5,1760,11946,0.0,3,8,1760,47.624,-122.05,0,0,0,1,0,0,0
1408,1453,382000.0,3.0,2.5,1800,4500,0.0,3,7,1800,47.7462,-121.98,0,0,0,1,0,0,0
1409,1454,515000.0,5.0,2.5,1690,2402,0.0,3,7,990,47.6903,-122.38,1,0,1,0,0,0,0
1411,1456,672500.0,3.0,2.5,2400,5300,0.0,4,7,1250,47.6876,-122.384,1,0,1,0,0,0,0
1412,1457,755000.0,3.0,2.5,3020,13031,0.0,3,9,3020,47.6897,-122.098,0,0,0,1,0,0,0
1413,1458,707500.0,3.0,1.0,1500,2555,0.0,3,7,1500,47.627,-122.353,0,0,0,1,0,0,0
1414,1459,459000.0,4.0,2.0,1560,3840,0.0,4,6,960,47.6882,-122.365,1,0,0,0,0,0,0
1415,1460,140000.0,3.0,1.0,1090,10620,0.0,3,7,1090,47.3748,-122.294,0,0,1,0,0,0,0
1416,1461,495000.0,2.0,1.0,970,4284,0.0,3,7,970,47.6667,-122.333,0,0,0,0,0,0,0
1417,1462,757000.0,3.0,3.5,3190,5283,0.0,3,9,3190,47.5534,-122.002,0,0,0,1,0,0,0
1418,1464,359000.0,4.0,1.5,1890,6052,0.0,4,7,1890,47.7055,-122.3,0,0,0,0,0,0,0
1419,1465,440000.0,3.0,1.0,1050,7500,0.0,3,6,1050,47.5473,-122.396,0,0,0,0,0,0,0
1420,1467,652000.0,3.0,2.0,1700,4080,0.0,4,7,850,47.6785,-122.393,1,0,0,0,0,0,0
1421,1468,260000.0,3.0,2.0,1050,5850,0.0,3,7,1050,47.4574,-122.358,0,0,0,0,0,0,0
1424,1471,650000.0,3.0,1.0,1710,5992,0.0,4,7,1560,47.6861,-122.354,1,0,1,0,0,0,0
1425,1472,280000.0,4.0,2.5,2100,8075,0.0,3,8,2100,47.3251,-122.329,0,0,0,1,0,0,0
1426,1473,515000.0,4.0,2.0,1730,7980,0.0,4,8,1730,47.6219,-122.138,0,0,0,0,0,0,0
1427,1474,400000.0,3.0,2.5,1500,2692,0.0,3,7,1500,47.7159,-122.203,0,0,0,1,0,0,0
1428,1475,652100.0,3.0,2.5,2380,5017,0.0,3,9,2380,47.6297,-122.021,0,0,0,1,0,0,0
1430,1477,701000.0,4.0,1.5,1840,10080,0.0,3,8,1840,47.5575,-122.279,0,0,0,1,0,0,0
1431,1478,640000.0,4.0,2.5,2341,9594,0.0,3,9,2341,47.6993,-122.115,0,0,0,1,0,0,0
1432,1479,455800.0,3.0,2.5,1690,4584,0.0,3,7,1690,47.6866,-122.043,0,0,0,1,0,0,0
1434,1481,483000.0,3.0,3.0,2440,15540,0.0,3,9,2440,47.6104,-122.06,0,0,0,1,0,0,0
1436,1483,250000.0,2.0,1.0,1030,8786,0.0,3,6,1030,47.4814,-122.341,0,0,0,0,0,0,0
1438,1486,514000.0,3.0,1.5,1610,9964,0.0,3,7,1080,47.6681,-122.143,1,0,0,0,0,0,0
1440,1488,423000.0,4.0,2.5,2660,5539,0.0,3,8,2660,47.4981,-122.162,0,0,0,1,0,0,0
1441,1489,420000.0,2.0,1.0,820,4025,0.0,5,6,820,47.5649,-122.38,0,0,0,0,0,0,0
1443,1491,577000.0,4.0,2.5,2360,7490,0.0,3,8,2360,47.6988,-122.169,0,0,0,1,0,0,0
1444,1492,425000.0,3.0,1.0,970,8040,0.0,3,7,970,47.603,-122.132,0,0,0,0,0,0,0
1445,1493,495000.0,4.0,2.5,2460,4862,0.0,3,8,2460,47.7719,-122.235,0,0,0,1,0,0,0
1446,1494,340000.0,3.0,2.5,2690,8577,0.0,3,9,2690,47.3026,-122.351,0,0,0,1,0,0,0
1447,1495,499950.0,3.0,3.5,1820,1991,0.0,3,8,1430,47.596,-122.298,1,0,0,1,0,0,0
1449,1497,720000.0,4.0,3.0,3370,7634,0.0,5,8,2110,47.5259,-122.204,1,0,0,0,0,0,0
1450,1498,249000.0,3.0,1.5,1700,8247,0.0,3,7,1010,47.4216,-122.174,1,0,0,0,0,0,0
1451,1499,206135.0,3.0,1.0,1340,11070,0.0,4,7,1340,47.3527,-122.178,0,0,0,0,0,0,0
1452,1500,300000.0,5.0,3.0,2000,9276,0.0,4,7,2000,47.444,-122.19,0,0,0,1,0,0,0
1455,1503,230000.0,4.0,2.0,1220,9100,0.0,4,7,1220,47.2964,-122.376,0,0,1,0,0,0,0
1456,1504,850000.0,3.0,1.0,2280,4600,0.0,3,8,1250,47.6378,-122.372,1,0,0,0,0,0,0
1457,1505,355000.0,4.0,2.5,2770,7000,0.0,4,7,1940,47.3396,-122.256,1,0,0,0,0,0,0
1458,1506,442000.0,4.0,2.5,2520,7253,0.0,3,9,2520,47.5148,-122.159,0,0,0,1,0,0,0
1459,1507,399000.0,4.0,3.0,3060,5000,0.0,3,8,3060,47.3786,-122.126,0,0,0,1,0,0,0
1460,1508,360000.0,4.0,2.5,2390,7115,0.0,3,9,2390,47.2593,-122.222,0,0,0,1,0,0,0
1461,1509,390000.0,3.0,2.0,1320,7725,0.0,3,8,1320,47.4425,-122.133,0,0,0,0,0,0,0
1462,1510,413000.0,5.0,2.5,2900,8711,0.0,3,8,1650,47.7752,-122.197,1,0,0,0,0,0,0
1463,1511,190000.0,2.0,1.0,700,9500,0.0,3,6,700,47.5294,-122.276,0,0,0,0,0,0,0
1464,1512,432900.0,3.0,2.5,2210,9226,0.0,3,8,2210,47.4849,-121.782,0,0,0,1,0,0,0
1465,1513,621138.0,3.0,2.5,2180,7741,0.0,3,9,2180,47.6482,-122.072,0,0,0,1,0,0,0
1466,1514,270000.0,3.0,2.5,2080,4252,0.0,3,7,1550,47.4203,-122.157,1,0,1,0,0,0,0
1468,1516,500000.0,3.0,2.0,1720,5525,0.0,5,7,960,47.559,-122.298,1,0,0,0,0,0,0
1470,1518,264000.0,3.0,1.5,1470,14821,0.0,4,7,1470,47.3658,-122.148,0,0,0,0,0,0,0
1471,1519,550000.0,3.0,2.0,1650,3200,0.0,3,8,1650,47.6209,-122.317,0,0,1,0,0,0,0
1472,1520,337000.0,3.0,2.0,1690,9087,0.0,3,8,1690,47.3724,-122.108,0,0,0,0,0,0,0
1473,1521,170000.0,3.0,1.0,970,8710,0.0,4,6,970,47.4167,-122.302,0,0,0,0,0,0,0
1474,1522,405000.0,4.0,2.5,2030,9095,0.0,4,7,1130,47.7321,-122.185,1,0,0,0,0,0,0
1476,1524,425000.0,3.0,2.5,1570,7475,0.0,4,7,1200,47.7223,-122.174,1,0,0,0,0,0,0
1477,1525,713000.0,5.0,3.0,2580,9242,0.0,4,8,1720,47.5943,-122.133,1,0,0,1,0,0,0
1478,1526,555000.0,5.0,2.5,2090,8712,0.0,3,8,1420,47.5968,-122.127,1,0,0,0,0,0,0
1479,1527,810000.0,4.0,2.5,3260,5608,0.0,3,9,3260,47.5453,-121.995,0,0,0,1,0,0,0
1481,1529,819000.0,3.0,3.5,2130,6150,0.0,5,8,1530,47.6491,-122.405,1,0,0,1,0,0,0
1482,1530,409900.0,3.0,2.5,1690,1200,0.0,3,8,1410,47.5389,-122.367,1,0,0,1,0,0,0
1483,1531,935000.0,2.0,2.5,1780,2067,0.0,5,9,1780,47.6132,-122.21,0,0,0,1,0,0,0
1484,1532,657500.0,4.0,2.0,1620,7560,0.0,4,7,1380,47.6981,-122.4,1,0,0,0,0,0,0
1486,1534,932800.0,5.0,3.5,2980,7095,0.0,3,9,2980,47.6919,-122.294,0,1,0,0,1,0,0
1487,1535,391000.0,3.0,2.0,1490,9000,0.0,4,8,1490,47.5455,-122.184,0,0,0,0,0,0,0
1488,1536,420000.0,4.0,2.5,2110,9825,0.0,3,8,2110,47.4979,-122.153,0,0,0,1,0,0,0
1491,1539,350000.0,3.0,2.0,1830,9425,0.0,3,8,1590,47.5038,-122.379,1,0,0,0,0,0,0
1492,1540,375000.0,2.0,1.0,1230,1820,0.0,4,7,830,47.6684,-122.401,1,0,0,1,0,0,0
1493,1541,860000.0,3.0,2.0,2180,14135,0.0,5,8,1300,47.673,-122.187,1,0,0,0,0,0,0
1494,1542,495000.0,4.0,2.5,2220,8872,0.0,4,8,1110,47.5491,-122.17,1,0,0,0,0,0,0
1495,1543,250000.0,4.0,2.5,1730,8400,0.0,3,7,1730,47.3386,-122.288,0,0,0,0,0,0,0
1496,1545,503000.0,3.0,3.0,1540,6760,0.0,5,7,1210,47.7163,-122.212,1,0,0,0,0,0,0
1497,1547,450000.0,4.0,2.0,1640,1480,0.0,4,7,820,47.6684,-122.314,1,0,0,0,0,0,0
1498,1548,355000.0,4.0,3.0,2590,7213,0.0,3,8,2590,47.2609,-122.289,0,0,0,1,0,0,0
1499,1549,245000.0,3.0,2.0,1450,9333,0.0,4,7,1450,47.346,-122.315,0,0,0,1,0,0,0
1500,1550,265900.0,3.0,2.0,1180,7793,0.0,4,7,1180,47.4053,-122.181,0,0,0,0,0,0,0
1501,1551,299000.0,4.0,2.5,1820,7575,0.0,3,7,1220,47.4339,-122.167,1,0,0,0,0,0,0
1503,1553,343000.0,3.0,1.0,1120,7250,0.0,4,7,1120,47.7143,-122.211,0,0,0,0,0,0,0
1504,1554,307500.0,3.0,2.5,1646,7364,0.0,3,7,1646,47.3646,-122.037,0,0,0,1,0,0,0
1507,1559,434500.0,3.0,2.0,1650,7965,0.0,4,7,1650,47.7335,-122.193,0,0,0,0,0,0,0
1508,1561,607010.0,4.0,2.5,2180,4000,0.0,3,8,1700,47.5553,-122.269,1,0,0,1,0,0,0
1509,1562,610000.0,3.0,1.0,1800,5750,0.0,3,7,1040,47.68600000000001,-122.395,1,0,0,0,0,0,0
1511,1564,199990.0,3.0,1.0,1100,8560,0.0,3,6,1100,47.32899999999999,-122.338,0,0,0,0,0,0,0
1512,1565,294000.0,3.0,2.0,1530,9362,0.0,3,7,1530,47.3643,-122.049,0,0,0,0,0,0,0
1513,1566,789500.0,4.0,2.5,3010,6100,0.0,3,9,3010,47.6647,-122.08,0,0,0,1,0,0,0
1515,1568,539950.0,5.0,3.0,3100,5250,0.0,3,7,3100,47.5369,-121.888,0,0,0,1,0,0,0
1516,1569,284950.0,4.0,1.5,2000,6778,0.0,4,7,1170,47.3708,-122.311,1,0,0,0,0,0,0
1517,1570,776500.0,4.0,1.5,2290,10372,0.0,3,7,1510,47.6888,-122.199,1,1,0,0,0,0,0
1518,1571,525000.0,4.0,2.5,2400,10070,0.0,3,7,1510,47.7104,-122.24,1,0,0,0,0,0,0
1519,1572,303000.0,3.0,2.5,1850,4957,0.0,3,8,1850,47.3311,-122.17,0,0,0,1,0,0,0
