,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,basement,renovated,distance_from_bellevue,floor_1_5,floor_2_0,floor_2_5,floor_3_0,floor_3_5
3487,610000.0,3,2.5,2060,8893,0.0,0.0,3,8,1987,98006,47.5615,-122.165,2650,8500,0,0,4.151614240565318,0,1,0,0,0
3488,419000.0,4,2.0,2180,10447,0.0,0.0,4,8,1969,98155,47.7675,-122.279,2190,10987,1,0,11.064202660834688,0,0,0,0,0
3491,464000.0,4,2.5,3140,12591,0.0,0.0,3,9,1993,98042,47.3826,-122.146,2650,11720,0,0,16.32081315993726,0,1,0,0,0
3493,280000.0,2,1.5,800,1196,0.0,0.0,3,8,2003,98103,47.6972,-122.341,1020,1087,0,0,8.516231500613877,0,1,0,0,0
3494,850000.0,3,2.5,3300,11570,0.0,0.0,3,9,1994,98006,47.5599,-122.121,3280,11446,0,0,5.451233863941447,0,1,0,0,0
3495,458950.0,2,1.0,1530,4370,0.0,0.0,3,7,1946,98115,47.6888,-122.308,1580,4275,1,0,7.005801358314859,0,0,0,0,0
3496,122000.0,2,1.0,760,5280,0.0,0.0,3,6,1946,98168,47.483,-122.33,1710,6594,0,0,10.883305941682778,0,0,0,0,0
3497,525000.0,5,3.0,2450,4591,0.0,0.0,3,7,1994,98117,47.6828,-122.388,1060,5500,0,0,9.747009178442536,0,1,0,0,0
3498,218450.0,2,1.0,840,7425,0.0,0.0,4,6,1952,98166,47.4749,-122.339,1300,11674,0,0,11.581386448533639,0,0,0,0,0
3499,525000.0,3,1.5,1380,4290,0.0,0.0,3,7,1955,98107,47.674,-122.379,1510,3900,1,0,9.095686049833365,0,0,0,0,0
3500,356000.0,4,2.0,2020,48693,0.0,0.0,3,7,1949,98045,47.4646,-121.759,1610,34900,0,0,23.22587324725808,1,0,0,0,0
3501,436500.0,2,1.0,1260,5000,0.0,0.0,3,7,1951,98117,47.6782,-122.397,1510,5000,1,0,9.975613854559437,0,0,0,0,0
3502,410000.0,3,2.0,1440,7112,0.0,0.0,3,7,1979,98034,47.7304,-122.227,1570,9152,1,0,8.00770089601976,0,0,0,0,0
3503,512500.0,4,2.0,1540,8311,0.0,0.0,4,7,1950,98125,47.7046,-122.293,1890,7996,0,0,7.418986451522928,0,0,0,0,0
3504,510000.0,4,1.0,1060,7200,0.0,1.0,3,6,1925,98118,47.5591,-122.268,1910,7200,1,0,4.9122212927561595,0,0,0,0,0
3505,566000.0,4,2.0,1900,10297,0.0,0.0,4,8,1966,98005,47.5944,-122.155,2220,9612,0,0,2.707236102908948,0,0,0,0,0
3506,525000.0,3,2.0,2870,26500,0.0,1.0,3,8,1948,98166,47.4485,-122.355,2420,20500,0,1,13.523767055488761,1,0,0,0,0
3507,435000.0,3,1.0,1050,5500,0.0,0.0,3,6,1920,98126,47.5402,-122.38,1410,5834,1,0,9.719020412768733,0,0,0,0,0
3508,406500.0,3,3.0,1840,68479,0.0,2.0,3,8,1989,98014,47.6802,-121.908,2060,61903,1,0,14.480426093237883,0,0,0,0,0
3509,550000.0,5,3.0,3000,9473,0.0,0.0,3,8,1966,98052,47.6567,-122.13,2050,8820,1,0,4.464075783778314,0,0,0,0,0
3511,830000.0,3,1.5,1840,10125,0.0,0.0,4,8,1959,98040,47.5607,-122.217,2320,10160,1,0,3.8384786798958794,0,0,0,0,0
3512,803000.0,4,2.5,2790,7673,0.0,0.0,3,9,1989,98052,47.6692,-122.136,2740,7837,0,0,4.872157921236384,0,1,0,0,0
3514,200000.0,4,1.0,1070,7467,0.0,0.0,3,7,1944,98178,47.4942,-122.235,1160,7467,0,0,8.508817061996252,1,0,0,0,0
3515,219000.0,2,1.0,900,5160,0.0,0.0,3,6,1952,98106,47.525,-122.356,900,5160,0,0,9.455280464081403,0,0,0,0,0
3517,593700.0,3,2.5,2000,22000,0.0,0.0,3,8,1979,98075,47.59,-122.081,2180,19800,0,0,5.992449751396585,0,1,0,0,0
3518,712500.0,3,1.5,1660,8797,0.0,0.0,4,7,1956,98004,47.5892,-122.202,2350,10053,0,0,1.8228076267534703,0,0,0,0,0
3519,600000.0,4,1.5,1770,6014,0.0,0.0,4,7,1946,98116,47.5773,-122.393,1740,6014,1,0,9.19767660950311,1,0,0,0,0
3520,554663.0,3,2.0,1230,6802,0.0,0.0,3,7,1940,98105,47.6712,-122.279,1850,6398,0,0,5.1961406517090944,1,0,0,0,0
3521,267000.0,3,1.0,1740,10875,0.0,0.0,4,7,1962,98188,47.4682,-122.283,1470,8532,1,0,10.828454388205984,0,0,0,0,0
3522,390000.0,3,2.0,1710,8910,0.0,0.0,5,7,1953,98133,47.7719,-122.338,1430,8493,0,0,12.473240986136934,0,0,0,0,0
3524,938000.0,4,2.5,2410,9886,0.0,0.0,5,8,1975,98040,47.5351,-122.223,2530,10658,1,0,5.629262907523187,0,0,0,0,0
3525,370000.0,4,3.0,2310,14745,0.0,0.0,3,7,1993,98198,47.377,-122.31,2060,9678,1,0,17.210073694067475,0,0,0,0,0
3526,335000.0,5,2.5,2400,4548,0.0,0.0,3,7,2003,98042,47.371,-122.127,2200,4465,0,0,17.274167677822845,0,1,0,0,0
3527,695000.0,5,2.0,3160,3990,0.0,0.0,3,7,1923,98103,47.654,-122.337,1780,4240,1,0,6.741575505096283,1,0,0,0,0
3528,387500.0,3,1.0,1560,14333,0.0,0.0,4,7,1953,98166,47.432,-122.348,1640,14333,0,0,14.353627012307058,0,0,0,0,0
3529,245000.0,3,2.5,1770,6187,0.0,0.0,3,7,1992,98031,47.4034,-122.189,1650,7200,0,0,14.674698625704526,0,1,0,0,0
3530,308550.0,3,2.0,1600,13200,0.0,0.0,3,7,1990,98045,47.4656,-121.756,1360,11520,0,0,23.320028277532767,0,0,0,0,0
3531,225000.0,3,2.0,1330,13102,0.0,0.0,3,7,1968,98003,47.3172,-122.322,1270,11475,0,0,21.339091759595288,0,0,0,0,0
3532,715000.0,4,2.5,2970,29163,0.0,0.0,3,9,1993,98053,47.6717,-122.025,3100,31105,0,0,9.188136351931137,0,1,0,0,0
3533,335000.0,3,1.0,1020,10200,0.0,0.0,4,7,1954,98133,47.7503,-122.348,1170,8188,0,0,11.471676548913063,0,0,0,0,0
3534,634000.0,3,2.5,2490,4904,0.0,0.0,3,9,2003,98029,47.5451,-122.014,2370,4050,0,0,10.101775220123459,0,1,0,0,0
3535,337500.0,5,2.0,1700,7314,0.0,0.0,3,7,1956,98108,47.549,-122.305,2000,7176,1,0,6.582984616379297,0,0,0,0,0
3537,350000.0,3,2.0,1250,13775,0.0,2.0,3,7,1990,98045,47.4981,-121.772,1260,13707,0,0,21.71310848703835,0,0,0,0,0
3540,435000.0,3,1.0,950,10080,0.0,0.0,4,7,1954,98006,47.572,-122.139,1060,10000,0,0,4.266691169585063,0,0,0,0,0
3541,681000.0,4,2.5,3860,5130,0.0,0.0,3,8,2004,98065,47.5387,-121.879,3130,6163,1,0,16.04844308785187,0,1,0,0,0
3542,397000.0,3,3.5,1360,1275,0.0,0.0,3,8,2007,98144,47.5904,-122.315,1360,1275,1,0,5.458869538776609,0,1,0,0,0
3544,480000.0,3,2.5,1680,9090,0.0,0.0,4,7,1959,98008,47.6068,-122.13,1960,9090,1,0,3.4958596651023255,0,0,0,0,0
3545,158000.0,3,2.5,1520,7200,0.0,0.0,4,7,1985,98030,47.3679,-122.182,1780,7210,0,0,17.141560044262537,0,1,0,0,0
3546,590000.0,3,2.0,2420,208652,0.0,0.0,3,8,2005,98010,47.3666,-121.978,3180,212137,0,0,20.177118654753112,1,0,0,0,0
3547,772500.0,5,3.0,3890,9130,0.0,0.0,3,9,2004,98065,47.5407,-121.86,3450,8361,0,0,16.843468227896274,0,1,0,0,0
3548,464500.0,5,1.5,2940,13425,0.0,0.0,3,8,1955,98155,47.7632,-122.29,1580,8200,1,0,10.959119062015667,0,0,0,0,0
3549,281000.0,3,2.0,1350,8737,0.0,0.0,3,7,1966,98188,47.4378,-122.279,1600,8928,0,0,12.77112812796246,0,0,0,0,0
3550,620000.0,3,2.5,2190,45738,0.0,0.0,3,8,1990,98052,47.7108,-122.12,2970,4496,0,0,7.65253416929229,0,0,0,0,0
3551,475000.0,3,2.5,2280,5750,0.0,1.0,4,7,1985,98116,47.5641,-122.393,1500,5060,1,0,9.501016430169761,0,0,0,0,0
3552,245000.0,2,2.0,1070,4500,0.0,0.0,4,6,1932,98055,47.4896,-122.204,1280,4500,1,0,8.702316991847432,0,0,0,0,0
3553,660000.0,5,2.5,2540,3750,0.0,0.0,4,7,1925,98115,47.6729,-122.299,1780,3750,1,0,5.940630483094758,1,0,0,0,0
3554,527500.0,4,2.5,2270,8480,0.0,0.0,5,8,1973,98006,47.5448,-122.174,1910,9050,1,0,5.083372677223562,0,0,0,0,0
3555,135000.0,2,1.0,1220,7250,0.0,0.0,4,6,1914,98010,47.3585,-121.975,1350,20250,0,0,20.72858282295882,0,0,0,0,0
3556,430000.0,4,2.0,1990,4740,0.0,0.0,3,7,1926,98122,47.6112,-122.303,1560,2370,1,0,4.624719344336509,0,0,0,0,0
3557,213500.0,3,1.0,1220,6000,0.0,0.0,4,7,1968,98002,47.3245,-122.209,1420,6000,0,0,20.111039377657146,0,0,0,0,0
3558,641000.0,3,2.0,1480,9603,0.0,0.0,3,7,1952,98004,47.5915,-122.202,2660,10766,0,0,1.6641023802752457,0,0,0,0,0
3559,436300.0,3,2.0,2320,9420,0.0,0.0,5,7,1952,98056,47.5133,-122.196,2030,9420,0,0,7.074444802663758,0,0,0,0,0
3561,830000.0,4,3.0,2090,13500,0.0,0.0,4,8,1949,98040,47.573,-122.225,2130,13500,0,0,3.0996642089156587,0,0,0,0,0
3562,380000.0,3,1.0,920,3532,0.0,0.0,3,6,1910,98118,47.5539,-122.268,1250,4000,0,0,5.202167929609114,0,0,0,0,0
3563,132500.0,3,1.0,850,8573,0.0,0.0,3,6,1945,98146,47.503,-122.356,850,8382,1,0,10.523980141643023,0,0,0,0,0
3564,179950.0,3,1.0,1130,9907,0.0,0.0,3,7,1954,98188,47.4362,-122.286,1320,9907,0,0,12.970134838372129,0,0,0,0,0
3565,188200.0,3,1.0,1260,7265,0.0,0.0,4,7,1954,98002,47.2979,-122.224,940,7200,0,0,21.96756316620128,0,0,0,0,0
3566,659000.0,4,2.0,2090,10800,0.0,0.0,4,7,1951,98040,47.5759,-122.223,2090,10800,0,0,2.880189246488021,0,0,0,0,0
3567,317000.0,3,2.0,2020,7260,0.0,0.0,3,7,1926,98108,47.5496,-122.311,1400,5950,1,0,6.757863718642046,1,0,0,0,0
3568,625000.0,3,2.5,1970,4564,0.0,0.0,3,8,1959,98199,47.6703,-122.41,1980,5000,1,0,10.312249623037587,0,0,0,0,0
3569,350000.0,3,2.0,1820,9545,0.0,0.0,3,7,1976,98155,47.7772,-122.296,1790,9530,1,0,11.96167505439384,0,0,0,0,0
3570,750000.0,3,1.5,1840,5000,0.0,0.0,5,7,1915,98107,47.6652,-122.362,1840,5000,1,0,8.119520770702602,1,0,0,0,0
3571,457000.0,4,2.0,2100,10358,0.0,0.0,5,8,1959,98133,47.7478,-122.338,2080,9000,1,0,11.063273590080842,0,0,0,0,0
3572,632500.0,4,2.0,1770,5000,0.0,0.0,4,7,1906,98107,47.6748,-122.386,1550,5000,0,0,9.412620079226992,0,1,0,0,0
3573,223000.0,3,2.0,1110,7231,0.0,0.0,4,7,1991,98031,47.4036,-122.191,1550,7245,0,0,14.656758803399116,0,0,0,0,0
3574,610000.0,4,3.0,2090,8400,0.0,0.0,4,8,1976,98052,47.6872,-122.123,2340,9000,1,0,6.220389552947317,0,0,0,0,0
3575,385000.0,4,2.0,2080,8215,0.0,0.0,4,7,1948,98155,47.737,-122.305,1550,8215,0,0,9.61916616517382,0,1,0,0,0
3576,367500.0,3,3.5,1400,1343,0.0,0.0,3,7,2005,98118,47.5483,-122.277,1400,1326,1,0,5.761149229045802,0,1,0,0,0
3577,385100.0,3,1.0,1060,8040,0.0,0.0,4,6,1949,98125,47.7121,-122.287,1300,7620,0,0,7.710218724143087,0,0,0,0,0
3578,230000.0,2,1.0,720,5913,0.0,0.0,3,6,1920,98118,47.5447,-122.27,1560,6600,0,0,5.783509797126903,0,0,0,0,0
3579,286000.0,3,3.0,1100,750,0.0,0.0,3,7,2008,98106,47.5601,-122.363,1170,4800,1,0,8.34472287309452,0,1,0,0,0
3580,201700.0,3,1.0,1010,9576,0.0,0.0,4,7,1967,98001,47.2956,-122.272,1540,9576,0,0,22.334069508304232,0,0,0,0,0
3582,525000.0,4,2.0,2420,7672,0.0,0.0,3,8,1979,98027,47.5637,-122.085,2370,7699,1,0,6.598725886528605,0,0,0,0,0
3583,361000.0,3,1.5,1200,7236,0.0,0.0,3,7,1975,98011,47.739,-122.194,1680,7800,0,0,8.542057783157883,0,0,0,0,0
3584,530000.0,3,1.5,1950,1963,0.0,0.0,3,8,2002,98117,47.6904,-122.397,1590,2028,0,0,10.3683271348223,0,0,0,1,0
3585,455000.0,3,2.5,1870,7403,0.0,0.0,3,7,1950,98125,47.7171,-122.32,1630,7440,0,0,8.854619634832902,0,0,0,0,0
3586,640000.0,4,2.0,1520,6200,0.0,0.0,3,7,1945,98115,47.678,-122.269,1910,6200,0,0,5.272117046048445,1,0,0,0,0
3587,240000.0,3,1.0,1270,12733,0.0,0.0,3,7,1955,98188,47.445,-122.276,1660,11536,0,0,12.254280957829943,0,0,0,0,0
3588,360000.0,2,1.0,840,7414,0.0,0.0,4,6,1928,98033,47.6771,-122.172,1740,9784,0,0,4.504791867004785,0,0,0,0,0
3589,157340.0,2,1.0,900,23000,0.0,0.0,2,7,1953,98042,47.3576,-122.156,1460,8265,0,0,17.962538352753686,0,0,0,0,0
3591,250000.0,3,1.0,1050,6874,0.0,0.0,3,6,1954,98133,47.762,-122.355,1500,8954,0,0,12.3192984695191,0,0,0,0,0
3594,775000.0,3,3.5,2690,104544,0.0,0.0,3,8,1948,98072,47.7717,-122.112,2300,81698,0,1,11.60498311452626,0,1,0,0,0
3595,463000.0,3,2.0,1710,7320,0.0,0.0,3,7,1948,98155,47.7512,-122.281,2260,8839,0,0,10.034908066869754,0,0,0,0,0
3596,579000.0,3,2.5,1640,1269,0.0,0.0,3,8,2009,98112,47.6197,-122.3,1590,1231,0,0,4.48402236761042,0,0,0,1,0
3599,375000.0,4,3.0,3140,24800,0.0,0.0,4,8,1971,98042,47.3782,-122.161,2850,12900,1,0,16.521261616086928,0,0,0,0,0
3600,422000.0,2,2.0,1320,2609,0.0,0.0,4,7,1938,98117,47.6878,-122.366,1200,4220,1,0,9.045952910265438,0,0,0,0,0
3601,866500.0,4,3.5,3080,4945,0.0,0.0,3,9,2014,98126,47.5662,-122.379,1220,4945,1,0,8.84225641284591,0,1,0,0,0
3603,470000.0,4,2.5,2520,9684,0.0,0.0,3,8,1994,98045,47.4848,-121.801,2090,10133,0,0,20.848733835770872,0,1,0,0,0
3604,360000.0,3,1.5,2350,6200,0.0,0.0,4,7,1966,98007,47.5979,-122.135,2140,9543,1,0,3.4343665257690237,0,0,0,0,0
3605,795000.0,4,2.5,2570,13450,0.0,4.0,3,8,1948,98155,47.7429,-122.285,3470,12615,1,0,9.573376493556834,0,0,0,0,0
3606,800000.0,4,2.5,3100,7807,0.0,0.0,3,9,2003,98034,47.7151,-122.227,3100,7807,0,0,6.961586776521597,0,1,0,0,0
3608,277284.0,3,2.0,1030,4800,0.0,0.0,3,6,1927,98126,47.566,-122.373,1540,4800,1,0,8.59048146933224,0,0,0,0,0
3609,460000.0,2,1.0,1020,4002,0.0,0.0,5,7,1953,98116,47.5828,-122.395,1780,5000,0,0,9.185603103413706,0,0,0,0,0
3610,898888.0,3,2.5,2080,3729,0.0,0.0,3,9,1996,98033,47.6731,-122.199,2080,4000,0,0,3.982916586059182,0,1,0,0,0
3611,211000.0,3,1.0,1410,47916,0.0,0.0,3,7,1981,98019,47.7149,-121.96,1810,215622,0,0,13.264357643891364,0,0,0,0,0
3612,222000.0,2,2.0,1360,3300,0.0,0.0,3,6,2004,98038,47.3489,-122.022,1310,3300,0,0,20.287780877492935,0,1,0,0,0
3613,672000.0,3,2.5,2620,21587,0.0,0.0,3,7,1992,98053,47.6384,-121.959,2570,23650,0,0,11.513655611119633,0,1,0,0,0
3614,778000.0,3,2.5,2260,33080,0.0,0.0,5,9,1974,98005,47.6386,-122.183,3020,35291,1,0,1.866912924130589,0,0,0,0,0
3615,312500.0,3,2.0,1490,9493,0.0,0.0,4,8,1976,98058,47.4514,-122.134,2440,9600,0,0,11.801376428722826,0,0,0,0,0
3616,650000.0,4,2.5,2530,6500,0.0,0.0,3,8,1975,98115,47.6737,-122.284,2150,5280,1,0,5.480744198572168,1,0,0,0,0
3618,320000.0,3,2.0,1820,17600,0.0,0.0,5,7,1972,98059,47.4703,-122.112,2190,17440,0,0,10.913193158013836,0,0,0,0,0
3619,455000.0,4,2.5,1770,13168,0.0,0.0,3,7,1990,98019,47.7306,-121.966,2050,14859,0,0,13.627763267216974,0,1,0,0,0
3621,500000.0,3,3.5,1490,902,0.0,0.0,3,8,2001,98102,47.6357,-122.324,1550,1092,1,0,5.762481114248423,0,0,0,1,0
3622,325000.0,3,2.0,1790,27427,0.0,0.0,3,7,1978,98065,47.532,-121.761,1610,16684,1,0,21.43775338910805,0,0,0,0,0
3623,416000.0,3,2.5,1710,1296,0.0,0.0,3,8,2004,98103,47.6963,-122.342,1610,1282,1,0,8.510295924447474,0,0,0,1,0
3624,495000.0,4,2.5,2070,20280,0.0,0.0,4,7,1968,98072,47.774,-122.134,2190,21560,0,0,11.420539123929007,0,1,0,0,0
3625,549000.0,2,1.0,1140,5400,0.0,0.0,5,7,1908,98112,47.6205,-122.294,1520,4800,0,0,4.209285613308299,0,0,0,0,0
3626,589000.0,5,2.0,3930,10150,0.0,0.0,4,8,1968,98008,47.6317,-122.114,2200,8190,1,0,4.333592683998291,1,0,0,0,0
3627,194820.0,3,1.5,1100,32700,0.0,0.0,3,7,1967,98001,47.3186,-122.289,1616,32700,0,0,20.898592000919272,0,0,0,0,0
3628,405000.0,3,2.5,2260,5500,0.0,0.0,3,7,1910,98117,47.681,-122.388,1790,5355,1,0,9.68846872479609,1,0,0,0,0
3629,205000.0,3,1.0,1130,7014,0.0,0.0,3,7,1954,98168,47.4743,-122.274,1440,9350,0,0,10.292207476898595,0,0,0,0,0
3631,200000.0,3,1.0,960,7500,0.0,0.0,3,6,1953,98178,47.4966,-122.255,1250,6000,0,0,8.556833850375847,0,0,0,0,0
3634,598600.0,4,3.0,3470,212639,0.0,0.0,3,7,1993,98019,47.7066,-121.968,2370,233917,1,0,12.653319396735627,0,1,0,0,0
3635,367777.0,5,3.0,2140,5937,0.0,0.0,3,7,1978,98118,47.5459,-122.27,1820,6710,1,0,5.713483062484757,0,0,0,0,0
3636,750000.0,3,3.0,2520,5401,0.0,0.0,4,7,1946,98119,47.6452,-122.373,1800,5036,1,0,8.135010730795269,0,0,0,0,0
3637,575000.0,5,2.5,3550,7992,0.0,0.0,3,8,1968,98034,47.7285,-122.179,2110,7992,0,0,7.8897564377415925,0,1,0,0,0
3638,84000.0,2,1.0,700,20130,0.0,0.0,3,6,1949,98168,47.4752,-122.271,1490,18630,0,0,10.189427196498713,0,0,0,0,0
3639,255000.0,2,1.0,740,5000,0.0,0.0,4,6,1926,98118,47.5298,-122.273,1170,4968,0,0,6.7432837148700235,0,0,0,0,0
3641,415000.0,3,2.5,1640,5880,0.0,0.0,3,7,1977,98106,47.5323,-122.351,1200,4760,1,0,8.949215296382445,0,0,0,0,0
3642,449900.0,3,2.5,2780,8225,0.0,1.0,3,9,1990,98198,47.3509,-122.323,720,9736,0,0,19.112267917420077,0,1,0,0,0
3643,220000.0,5,1.5,1830,94960,0.0,0.0,3,7,1929,98031,47.4218,-122.218,1440,16365,0,0,13.402962604980173,1,0,0,0,0
3645,430000.0,3,2.5,1440,7320,0.0,0.0,5,7,1954,98125,47.7179,-122.316,1160,6941,0,0,8.786730079982446,0,0,0,0,0
3649,810000.0,3,2.0,2390,8025,0.0,0.0,5,7,1921,98105,47.6707,-122.288,1920,5350,0,0,5.462569813525298,0,1,0,0,0
3650,605000.0,3,2.5,2460,138085,0.0,0.0,4,9,1977,98027,47.4572,-122.007,2090,219542,0,0,14.285645718186974,0,1,0,0,0
3651,522000.0,3,2.0,1630,15600,0.0,0.0,3,7,1958,98033,47.68,-122.165,1830,10850,0,0,4.807474251518382,0,0,0,0,0
3653,411000.0,4,3.0,2500,5257,0.0,0.0,3,8,1966,98118,47.5293,-122.287,1660,5970,0,0,7.107132321735989,0,1,0,0,0
3654,286950.0,4,2.5,2080,9846,0.0,0.0,3,7,1984,98001,47.3338,-122.268,1890,7977,1,0,19.69574974344731,0,0,0,0,0
3655,440000.0,3,1.5,1290,1286,0.0,0.0,3,7,2000,98103,47.6617,-122.349,1720,1286,0,0,7.469111743720368,0,0,0,1,0
3656,149000.0,3,1.0,1700,8645,0.0,0.0,3,6,1955,98146,47.4899,-122.337,1500,7980,0,0,10.671531370198997,0,0,0,0,0
3657,374950.0,3,2.5,2540,11562,0.0,1.0,3,8,1964,98028,47.7614,-122.229,2230,10310,1,0,10.14456437537688,0,0,0,0,0
3658,816000.0,3,1.5,1180,8545,0.0,0.0,3,8,1952,98004,47.624,-122.2,1660,9000,0,0,0.6117170599951705,0,0,0,0,0
3659,533250.0,4,2.0,1520,15398,0.0,0.0,4,7,1960,98027,47.5265,-122.05,1840,12500,1,0,9.451893817988653,0,0,0,0,0
3660,689800.0,3,3.0,2390,9313,0.0,0.0,5,8,1942,98133,47.7209,-122.331,2390,12712,1,0,9.377964693125296,0,0,0,0,0
3661,775000.0,4,3.0,2740,6200,0.0,3.0,4,8,1947,98125,47.7084,-122.277,2430,6000,1,0,7.26095592014746,1,0,0,0,0
3662,702000.0,3,2.5,2190,8528,0.0,0.0,3,8,1991,98033,47.6943,-122.209,2060,9811,1,0,5.4462410161496075,0,0,0,0,0
3663,160000.0,3,1.0,1350,8700,0.0,0.0,3,6,1942,98188,47.4497,-122.289,1300,8700,0,0,12.127020235544109,1,0,0,0,0
3664,949000.0,4,3.0,2980,42253,0.0,0.0,4,9,1973,98005,47.6392,-122.163,2980,42253,1,0,2.5101642533036266,0,0,0,0,0
3665,169500.0,2,1.0,790,7450,0.0,0.0,4,6,1944,98058,47.4743,-122.17,800,7450,0,0,9.886832954448634,0,0,0,0,0
3666,586000.0,4,2.5,2130,9000,0.0,0.0,4,8,1965,98006,47.5716,-122.159,2110,10431,0,0,3.68812060073819,0,1,0,0,0
3667,680000.0,4,2.5,2700,37431,0.0,0.0,4,8,1978,98072,47.7258,-122.117,2290,37431,1,0,8.624495170345119,0,0,0,0,0
3668,851500.0,3,2.0,3200,18184,0.0,0.0,5,8,1977,98005,47.6034,-122.172,1670,7416,1,0,1.707496405743566,0,0,0,0,0
3669,582500.0,2,1.5,1159,4800,0.0,0.0,3,7,1948,98199,47.6592,-122.399,1640,4800,0,0,9.56990643268042,0,0,0,0,0
3670,637000.0,4,3.5,3080,118918,0.0,0.0,3,9,2008,98019,47.7721,-121.924,1830,434728,0,0,16.92532608002682,0,1,0,0,0
3671,225000.0,3,1.0,1000,9295,0.0,0.0,3,7,1955,98146,47.484,-122.346,1320,13500,0,0,11.247929355718144,0,0,0,0,0
3672,795000.0,3,3.5,2260,3727,0.0,0.0,3,8,2003,98119,47.6422,-122.361,1600,4800,1,0,7.542507422481571,0,1,0,0,0
3675,772000.0,4,2.5,2500,8680,0.0,0.0,4,7,1958,98004,47.6073,-122.192,2140,8680,1,0,0.7957410130274578,0,0,0,0,0
3676,430000.0,5,3.0,2500,5750,0.0,0.0,3,8,1999,98126,47.551,-122.369,1980,7130,1,0,8.892777987361947,0,0,0,0,0
3677,799000.0,3,1.5,2210,6300,0.0,0.0,5,8,1916,98144,47.5892,-122.29,2700,6300,0,0,4.404192590791497,1,0,0,0,0
3678,880000.0,5,3.0,3020,9187,0.0,0.0,3,9,2007,98033,47.6806,-122.167,2250,9675,0,0,4.811867555100149,0,1,0,0,0
3679,750000.0,4,2.5,3290,7538,0.0,0.0,3,9,2004,98075,47.598,-121.972,3450,7538,0,0,10.871552752660882,0,1,0,0,0
3681,532000.0,3,2.5,1820,4910,0.0,0.0,3,8,1993,98029,47.5703,-121.996,2090,6668,0,0,10.180246431666681,0,1,0,0,0
3682,525000.0,4,3.0,2500,10330,0.0,0.0,4,8,1978,98155,47.7743,-122.286,2270,10430,1,0,11.613800384859628,0,0,0,0,0
3683,239000.0,2,1.0,1210,9375,0.0,1.0,4,7,1952,98198,47.3865,-122.322,1680,8400,0,0,16.758174978459596,0,0,0,0,0
3684,460000.0,2,1.5,1090,4000,0.0,0.0,3,8,1951,98116,47.5798,-122.393,1700,4000,1,0,9.14933750922594,0,0,0,0,0
3685,540000.0,4,2.5,1330,8400,0.0,0.0,3,8,1962,98005,47.6078,-122.169,2270,10146,0,0,1.7124288855560468,1,0,0,0,0
3686,475000.0,2,1.0,890,4590,0.0,0.0,3,7,1923,98117,47.6901,-122.362,1310,4590,0,0,8.981339307676167,0,0,0,0,0
3687,445000.0,3,2.0,1360,4998,0.0,0.0,3,8,1968,98108,47.547,-122.302,1350,4998,0,0,6.582447515746346,0,0,0,0,0
3689,549950.0,4,2.5,3780,6800,0.0,0.0,3,8,2004,98038,47.3526,-122.012,3640,7326,0,0,20.25796024936599,0,1,0,0,0
3690,294950.0,4,2.0,2610,14321,0.0,0.0,4,6,1940,98188,47.4672,-122.296,1630,8599,1,0,11.113412131347859,1,0,0,0,0
3691,736000.0,3,2.5,1980,2975,0.0,2.0,3,8,1993,98109,47.6294,-122.344,1980,3144,0,0,6.593316529381627,0,0,0,1,0
3692,214946.0,3,2.0,1290,8688,0.0,0.0,4,7,1980,98042,47.3655,-122.08,1750,9090,0,0,18.219762345296697,0,0,0,0,0
3693,856000.0,5,3.5,3620,5500,0.0,2.0,3,9,2003,98029,47.5442,-121.996,3260,5500,0,0,10.872553495707184,0,1,0,0,0
3694,775000.0,2,2.5,2680,7392,0.0,0.0,3,9,2004,98053,47.717,-122.026,2315,7045,0,0,10.847638077558367,0,0,0,0,0
3695,205000.0,3,2.0,1200,8631,0.0,0.0,3,7,1959,98198,47.3864,-122.308,1564,8115,0,0,16.561357934906113,0,0,0,0,0
3696,429592.0,2,3.0,1992,10946,0.0,4.0,5,6,1903,98070,47.3551,-122.475,1110,8328,1,0,22.00086217434603,1,0,0,0,0
3697,414250.0,4,2.0,1640,13566,0.0,0.0,4,7,1977,98072,47.7423,-122.099,1470,13530,1,0,10.025858721885863,0,0,0,0,0
3698,399950.0,4,3.0,1920,4400,0.0,0.0,4,6,1906,98106,47.5532,-122.365,1040,4400,1,0,8.655211035034458,0,0,0,0,0
3699,319990.0,3,2.5,1840,7326,0.0,0.0,5,7,1979,98031,47.3958,-122.168,2050,7475,1,0,15.275557985856567,0,0,0,0,0
3700,524000.0,3,1.5,1310,9471,0.0,0.0,4,8,1970,98052,47.6644,-122.148,2100,9449,0,0,4.262546869730257,0,0,0,0,0
3701,349950.0,2,1.0,1050,6317,0.0,0.0,4,7,1913,98019,47.7364,-121.981,1600,9616,0,0,13.314393298069161,1,0,0,0,0
3702,889000.0,4,2.5,2570,4480,0.0,0.0,4,8,1927,98105,47.6701,-122.291,2070,4480,1,0,5.535193679742339,1,0,0,0,0
3703,300000.0,3,1.0,930,5160,0.0,0.0,5,6,1919,98106,47.5256,-122.357,1060,5160,0,0,9.462973578600169,1,0,0,0,0
3705,348000.0,2,2.5,1270,1242,0.0,0.0,3,7,2008,98117,47.701,-122.362,1280,1199,0,0,9.432858982761111,0,0,0,1,0
